id,uuid,parent_id,depth,object_id,created_at,unix_created_at,text
69150,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12666,2015-04-17 01:19:04,1429233544,"Of course. I agree with Jo, I love the simplicity, they say so much in such a simple and straight forward way. Their introduction around the coffee example is perfect. Before knowing more about service design, I would have said, 'customer service is what makes you walk into one and not the other'. But the part which really hooked me is around the steps for service design, ie user centered, co-creative, with a sequence, evidencing and holistic. "
66469,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12666,2015-04-05 00:29:06,1428193746,"Certainly, ...knowing that taking advantage of Service Design will provide a better edge in business."
65057,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12666,2015-03-29 09:49:30,1427622570,"Simple and effective way of demonstrating service design thinking and the key focuses. it is the things you do differently that will make you stand out; the coffee shops, same coffee and same price is an easy way to demonstrate this, and it is then what the coffee shop does that will differentiate them from the other and have customers queuing at the door. Yes I&rsquo;m interested in this as we are undertaking a massive 2-5 year change programme."
62646,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12666,2015-03-14 17:37:26,1426354646,"Oh yes, it makes me want to understand much more about service design thinking and  has also made me realise the importance of this being a co- creation exercise involving all stakeholders.. If the exercise did no more than help our team to see things from the customers perspective, this would make a massive difference to our service. I'm hoping it will do much more than that."
59755,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12666,2015-02-24 14:17:24,1424787444,"Again, the theme seems to be the same - holistic approach including all stakeholders. User centred is the most common theme - you must think of teh customer, whether it be by storyboard, mapping or just thinking 'what would I think?'
"
66465,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12665,2015-04-04 22:39:35,1428187175,"Even now, I wouldn't consider it commonplace... A well thought out service concept, offering their customers all they require under one roof; products, solutions, requisite accessories and help, etc. Thereby,  achieving memorable customer experiences - I am still a big fan of Apple products. To imagine this was a concept for 2001, no wonder Apple still has a chunk of its cheese."
65056,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12665,2015-03-29 09:43:53,1427622233,"This is a fantastic demonstration of taking the customer on a journey; the core product isn&rsquo;t what they focus on, which is the key to Apple&rsquo;s success in my opinion.  Only 25% of the store is dedicated to the core product with the remaining 75% focusing on what you can do with it i.e. lifestyle, education etc. and it is this that stands out.  They are 100% focused on customer experience whilst at the same time increasing sales by providing everything you may need to work with the core product all in one place, with technical support.   So many companies are still way behind  and considering this was approx. 15 years go; it shows the lack of speed some companies move at and questions have they thought about their customer journey."
63477,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12665,2015-03-19 21:20:17,1426800017,"For us here in Mexico it really isn't commonplace. Even when Apple stores have the structure described, staff are quite often not up to the standards that you would expect. As I found out in the last module, customers already have an expectation of what the service should be like even when they haven't experience it. Now, the way Steve Job introduces the store, even when this was over 10 years ago, I still find it amazing. The best part for me, the area dedicated to help customers solved any issue. You are investing in a top quality equipment, and you certainly want to get the best out of it. I'm certain that you are convinced about the quality once you start using the equipment, but if on top of that, you have the assurance that there are experts out there that can guide you and solve any issue for you, you will buy their products over and over again. I also liked the area where you can 'experience' for yourself. We should have more of that in our own premises, so much to offer, but show so little. "
62644,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12665,2015-03-14 17:28:44,1426354124,"Very interesting that so much of the store is dedicated to solutions and applications for the products, as opposed to the core products. The journey focuses on what you can do with the products, what other ( non apple) products can be used with their products. They are also totally focused on customers being able to get the best from their Apple products. The Genius Bar is an excellent illustration of this ' we'll guarantee to find a solution to your problem, and if we can't , we've got a hot line to the people that made them' . The other striking thing is that the whole customer journey is designed to be experiential, they want you to play and experience their products and what they can do. The store is also structured very purposefully, this is what we have, this is what you could do with what we have, here are some other products that you can use with ours to do even more."
59820,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12665,2015-02-24 20:07:35,1424808455,"Certainly an early example of taking the customer on a journey. from different types of computer, software, accessories and the novel approach of letting people try out the computers, connect up the peripherals. The Genius Bar has been copied by any number of PC stores, and it really works. Apple was over a decade ago though. To be honest, even though it was, it was well ahead of it's time, and would still be a great example of designing the customer journey if it was introduced today.
"
69221,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,12664,2015-04-17 14:34:59,1429281299,I don't think its the 'next big thing' I just think we need to commit to it more
69149,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12664,2015-04-17 01:06:11,1429232771,"Not really, as mentioned before, we are at an early stage really in terms of learning about the customer journey and what quick wins we can achieve with little effort. As a global organisation, where not all of them have a front line space, premises are looked for thinking more around the staff instead of the customers (except for classrooms if offices have a teaching centre). I totally agree with points 1, 2, and 3, I wasn't that clear in terms of number 4."
68544,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12664,2015-04-13 16:01:19,1428940879,"I hoping it will be, once I pull a justification to enlighten the organization like this article attempted to.  "
65055,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12664,2015-03-29 09:31:07,1427621467,"I agree with others that some off this article doesn't really explain things in a simplistic way i.e. what it actually is.  But within my organisation, service design is very much on our radar. Do we do it well? I don&rsquo;t think we do as we tend to think about what we want and when it comes to doing the do, stuff get lost or de-scoped."
62935,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,12664,2015-03-16 20:58:47,1426539527,"We've made a start on Service Design in the last couple of years, but we've made some mistakes and have lots of lessons to learn. Agree with Richard, parts of this are quite incomprehensible!"
62707,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12664,2015-03-15 10:47:08,1426416428,Service design is not even on the radar in my organisation. Should it be? Absolutely it should as this is the only profitable way we will be able to differentiate our service offering.
59753,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12664,2015-02-24 13:53:34,1424786014,"This was a little too strewn with jargon and long words for me. I think the premise was sound, but i work in financial services and it was a bit airy-fairy for me!
"
68571,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12663,2015-04-13 17:18:42,1428945522,"The media company I consult for is more professional than empathetic, I think this is because, it is mainly a B2B organization. However, the organisation does show empathy to its staff and some individual clients."
65358,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12663,2015-03-31 01:20:23,1427764823,"On a previous comment I just said that we are at times flexible and bend the rules for some customers. But I don't think we get to the point of being empathetic enough. Unfortunately it comes down to not having enough resources, and there is in most cases nothing we can do about it. Even if that means loosing the customer, which is a shame."
65063,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12663,2015-03-29 10:56:35,1427626595,"We have a degree of empathy throughout, some have it more than others, but at times, when push comes to shove even at the higher level, this can disappear. We need to have this within us at all times as it can make all the difference to the customer experience."
63136,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,12663,2015-03-17 16:23:36,1426609416,"I would agree with David, our service may well be seen in much the same light"
62934,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,12663,2015-03-16 20:53:13,1426539193,"Actually, we're pretty good at this, maybe even too good, I think some of our customers see us as a 'soft touch'
"
62706,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12663,2015-03-15 10:35:52,1426415752,"Not empathetic enough, and I believe that some of this is to do with the language that we use. One of our customers has made a significant investment in training their staff to communicate in 'coffee table language'. This is much more informal, personal and engaging than 'traditional business language'. Even when we try to be empathetic I think this sometimes is lost in translation."
59752,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12663,2015-02-24 13:34:08,1424784848,"The examples of hospitals are very powerful - the poor lady who couldn't visit her husband in ICU. we can never underestimate how we make customers feel, and rather worringly, a number of customers I speak to feel frustrated! We need to fix"
66369,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12662,2015-04-04 01:58:32,1428112712,"Highly informative and a good piece to note when designing the customer's journey, every step of the journey counts and should be carefully and deliberately defined. One bad experience, be it at the begining, in the middle or at the end (especially the end), maybe the one memory that remains and informs the customer's decision about not choosing your service in the future. Hence, the consequences of a casual and inadequate service design."
65062,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12662,2015-03-29 10:52:49,1427626369,"I think this just demonstrates that you can undo all the good work with one little at the end as we leave people with lasting memories.  A great experience but the memory is what is left behind.  This can work the other way round too; we can influence better memories through the way we resolve complaints. Customer may already have a memory of poor service, but if during the complaint we deal effectively and make them feel special, we can change the memory into a good one&hellip; So interesting to think about emotion and memories - remembering self and experiencing self."
63346,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12662,2015-03-18 23:32:55,1426721575,"This is so true, but I don't know why we don't often think about it. A very famous Latin American, Gabriel Garc&iacute;a Marquez, said that life is the sum of your memories. This has to be part of our service, no doubt. Talking about the customer journey, we have to make sure that their whole experience is a memorable one if we want to turn those customers into advocates. Very interesting point around the endings. I agree with other colleagues here, we need to focus more on the endings."
63199,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,12662,2015-03-17 20:12:34,1426623154,"Interesting, we have been focussing a lot on the 'first touch' recently, looks like we should be remembering the 'last touch' as well"
62213,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12662,2015-03-11 22:19:00,1426112340,"I was aware previously about the importance of finishing strong, but had not understood why. And now I know that the remembering experience is the one which shapes future perception. Therefore making experiences memorable is really important as these are the ones that will form recipients view of their satisfaction. This also explains why many of the organisations in previous case studies seek to 'surprise and delight' customers - because these experiences will be different, more memorable and be associated with good experiences in the mind of the recipient. Equally true is if the memorable event is a bad one, this will have an adverse impact on the experience that is remembered."
59759,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12662,2015-02-24 15:30:31,1424791831,i found this facinating - it's our memories which drive our emotions. The symphony example - the terrible screech at the end 'ruing the experience'. Should we make sure as a simple rule (and possibly win) that we don't ruin customer experience at teh end of our interactions. They remember if we finish strongly
66360,a5d897d6-654f-48f6-a312-bbddef4684d2,NULL,1,12661,2015-04-04 00:50:56,1428108656,"Great! And just exhaled... I have had tight schedules for a while now + my Country just concluded her national/general elections, and what a relief, contrary to the anticipated, all is calm. I am happy to be back on board and more optimistic about this module, I am pretty sure I'll be able to deliver it's assignment on time, unlike the last module."
63679,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,12661,2015-03-20 16:03:24,1426867404,"I'm feeling good too! as with many, Easter Holidays are upon us soon and Ill be jetting of for some well deserved sunshine. looking forward to this section as I'm just about to kick of a review of a key area of our business."
63218,d2efe316-8bd5-48e2-9383-463a60b64241,NULL,1,12661,2015-03-18 00:30:31,1426638631,"Very pleased after completing the first assignment, but nervous about the final grading.... happy because I manage to make it despite having a very late start. I will be in Chile on a sales training and then on Easter leave, so feeling the pressure again, but I will make it!"
62933,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,12661,2015-03-16 20:42:09,1426538529,Pleased to get the first assignment completed. Need to get cracking on module 2 as I'll be in the Caribbean for a couple of weeks so only four weeks to do this one!
62212,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,12661,2015-03-11 21:48:31,1426110511,I've really enjoyed module 1. I am relieved to have completed and submitted my assignment. Undertaking the staff survey was very interesting as it showed me just how far we have still to travel on the customer centricity journey. This was particularly because a number of the business leaders responded in a way which clearly demonstrates their Inside out orientation. Really looking forward to customer experience!
59751,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,12661,2015-02-24 13:27:58,1424784478,"I'm very motivated that I've completed Module One and submitted my assignment. I was feeling very good last week too - managed to efficiently deal with a number of things in one go - car repairs, water leak, boiler service - all in the same day - how efficient. However, contacted a flooring supplier, and despite chasing twice, they've not come back to me. Dampens the mood - shows how important emotions are"
60249,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11960,2015-03-01 10:14:26,1425204866,"Would have been good to see the results. I went on and Emotional Intelligence Seminar recently and they did a similar piece, but based on two specific products and heat maps on where peoples eye&rsquo;s go in the first instance. In one advert the person holding the product was looking forward and the first point of contact for those looking at the advert were at their eyes, not the product. In the second set, the person was looking at the product and there was a significant change in first eye contact when heat mapping. Those looking at the advert looked straight to the product in most instances. "
58956,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11960,2015-02-17 19:23:54,1424201034,"Like the others, I thought that there must be another page! I think that there is also a distinction to be made between a 'favourite' advert, and one that will actually make somebody buy the product. If somebody asked me what my favourite adverts were, I'd go for the funny ones, but the ones that would make me buy a product are the ones that give me hard facts about the product"
58718,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11960,2015-02-15 18:25:50,1424024750,An interesting article that shows the world of advertising testing a TV Ad with target audiences and measuring (amongst other things) how each advert made them feel....was there another page with the research results?
57436,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11960,2015-02-04 11:07:17,1423048037,"This was quite an interesting story, and 900 people matching the profile was a large sample. there was a clear favourite, but unless I'm missing something the article ended before it published the results..............."
58972,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11959,2015-02-17 22:01:31,1424210491,"Fanatical service is a clear mission of Rackspace and its clear that they recruit for behaviour and train for skills. They need clearly put a lot of effort into recruiting the right people, and rewarding employees for recommending like minded people to recruit is a good approach (which we use too). I haven't had any personal experience of Rackspace, but they certainly seem to have taken their sector by storm."
60302,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11956,2015-03-01 21:37:07,1425245827,"I'm feeling ok as Customer Centricity is an area of interest in our company; its one of our 4 strategic pillars. my plan is to reflect the case studies and consider where we are, then get writing. Good luck everyone!"
59708,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11956,2015-02-23 21:31:29,1424727089,"Feeling a bit daunted as I haven't done this for quite a while, but looking forward to it. Having discussed this with my Regional MD, who was very enthusiastic and supportive, his subsequent 'advice' only served to confirm to me his lack of customer centricity.  The plan is to try to assess the current customer centricity of my business unit and develop a service concept, identifying how it could be improved, by improving our customer centricity. "
60270,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11955,2015-03-01 13:19:30,1425215970,"As a business we constantly focus on  retention and loyalty especially as indicated in this article, it is cheaper to retain loyal customers than attract new business. I like the Zappos way as a customer, it is convenient and the emotional aspect of getting service with a smile and the over and above elements is appealing. For some this strategy would be seen as expensive; however the focus on culture and creating it is the thing we can all take away"
58952,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11955,2015-02-17 18:39:45,1424198385,"Their service concept seems to be based entirely on immediate convenience for their customers. For some I'm sure this is appealing (as we all want to feel important) and this service behaviour creates that perception for the customer, but at a cost!"
60301,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11954,2015-03-01 21:28:09,1425245289,"Constantly engaging staff on company financials, aspirations and feedback/improvements is good, as they say an informed and engaged workforce is a successful one. I like to think we already do this. 
Try to be better than our competitors, not a lot, just a little bit. This is probably where we all fail as we try to be better by a lot and don&rsquo;t always achieve.
Again this is about creating the culture. 4 month training programs, longer than everyone else and the same for everyone..no matter what level. Where we fail is, we train the on the ground staff, but senior staff don&rsquo;t get the real view.
"
60028,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,11954,2015-02-26 14:19:43,1424960383,There is very clear evidence of this being a very disciplined culture and one which is ever evolving to meet and exceed the needs of the customer.  It is built around a culture which requires constant reinforcement through training and development and in that respect they are not expected to rest in their evolution
59091,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11954,2015-02-18 18:59:05,1424285945,"There are a number of clever features of this approach. Firstly, it's systematic, a deliberately designed business strategy structured around five pillars which define the culture. Systematic continuous improvement programmes enable ready re-design as a way of maintaining competitive advantage and using customer feedback as a resource to feed this process is great . Constant and active benchmarking of service against competitors and the very highest performing service companies also fuels incremental continuous improvement. The people stuff is also a recurring theme, soft skills training, team building and job rotation all being essential ingredients of high performing service providers. All of the constant commitment to innovation make their model almost impossible to copy."
60300,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11953,2015-03-01 21:14:47,1425244487,"Apple focus on the before, the during and the after sale experience for customers. Going into their stores is a different experience as you can touch and play with the items and even joined in on classes to get the best out of the iPad etc. When you decide on your purchase the server will ensure your needs are met, right memory, right product and help in the set up process.You don&rsquo;t feel rushed. In fact as I was on a lunch break, i wanted them to speed up, but as they were doing such a good job, i didn&rsquo;t complain. After sales are good too, my little boy downloaded a lot of apps at quite a cost as I had not set a specific password. Fact was, i didn&rsquo;t even know i had too. So i wrote to apple and they refunded the lot, explained the set up and didn&rsquo;t even remove the apps; without a blink. So they are different and everyone tends to use them as an example of great service. And to be honest they do deliver."
60031,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,11953,2015-02-26 14:30:26,1424961026,I think the real take away here is their overall approach in taking everyday items and just making them easier to use.  Making a claim is an every day occurrence but how do you make it simpler ????
59705,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11953,2015-02-23 19:07:22,1424718442,"Dare to be different is a big message here. Apple were not the first to market with any of their products but invested significant effort into 'making complex things simple'. I really like the idea of the Genius Bar, which dispenses free advice and help with the sole purpose of helping people to have the best possible experience. (This is something we could replicate with staff as well as customers). Allied to this, I also like the idea of free classes, what a fantastic way to engage your customers. In a similar way to John Lewis, Apple don't focus on selling products, they focus on the outcomes for customers of using those products, their experiences. There also focus on the finest details too, (I had noticed the attention to detail bestowed on their packaging). This inevitably focuses on the customers emotional response to their experiences.
Underpinning all of this is the clarity of mission ' To help people to find out what they need, and help them get it'. This then shapes their recruitment policies (Its harder to work at Apple than get into Harvard), the design of their stores, their services their commitment to continually improve what they do. Another recurring theme is one of surprise and delighting customers, instantly exceeding expectations. I liked the service strategy acronym (and have already thought about how we could adapt this). The importance of recruiting staff with the right behaviours shines through again. The empowerment of customers, whether visitors to their stores or online, provides a more engaging user experience whilst simultaneously improving Apples ability to personalise its services. When you understand this, you can understand what underpins their sustainable commercial success."
60299,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11952,2015-03-01 20:47:48,1425242868,"Radar on, Antenna up! Once again this is all about the culture. Create the right enviroment for staff and they will deliver. I like the fact they do a daily line up and focus on specific examples of what customers may like and what may impact their emotions. Hiring the right people is key and with a higher staff retention rate, this is probably the place people want to be, hence, when hired, they deliver."
59045,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11952,2015-02-18 12:25:06,1424262306,"WOW, a few things resonated in my world.  'legendary service is about surprise and delight' - I haven't yet heard a better way of summarising the outcomes which result from exceeding expectations. I found the description of the characteristics, competencies and personality traits very useful (and specific).. Having a written service strategy and a road map is good advice too. It sounds basic, but we haven't got one! The recurring theme of treating 'internal customers' in the same way as external customers seems to be an essential universal truth, essential to creating a sustainable customer centric culture."
57624,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11952,2015-02-05 13:11:25,1423141885,"There is certainly a theme in many of the articles around hiring the right people, be it 'hire for attitude', 'spirit to serve', and it cannot be a coincidence that in every case staff churn is significantly better than industry norms. I think we need to really start considering adapting our approach.......
"
60280,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11951,2015-03-01 14:25:00,1425219900,"Create the culture from top down, have some fun, enjoy your work and the customers will enjoy the experience. A great culture. Behaviors bread behaviors and this is a great example. CEO celebrating success with his team, and they love it. Happy staff, happy customers.  INSPIRING, we can all create the opportunity! Never flown with them, would be an experience. Interested to know how it goes when the key people retire."
60033,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,11951,2015-02-26 14:35:41,1424961341,The engagement of the staff is amazing and it is inspiring to see a company of this size that has managed to achieve this
59099,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11951,2015-02-18 19:24:37,1424287477,"I agree with Chris, having a cause that all the employees know and believe in is the key. I think that is an area my company needs to focus on - there is a lot of emphasis on the customer, but we need to get it right with the employees too if we are really going to deliver the service that we strive for"
59043,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11951,2015-02-18 11:48:48,1424260128,"This clip clearly shows the power of a uniting cause which all employees can (and want to follow). There is also a real focus on the wellbeing of employees, not to mention some inspirational and charismatic leadership. One of the most impressive things is how innovation was created out of adversity, cutting plane turnaround times from 45 minutes to ten minutes, because they had to. How much more could we all achieve just by creating the need to innovate and setting some 'Big hairy audacious goals' (Jim Collins, Good to Great). I was really inspired by this clip."
60275,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11949,2015-03-01 14:12:03,1425219123,"Being Customer Centric and placing the customer at the heart of what we do, is one of our 4 key strategic goals. It has clear focus with lots of metrics from surveys, TNPS, NPS and just by reviewing every day feedback. Having this as one of our core strategic pillars ensures we look at what our customers want; after all we are measured on it and our rewards are linked."
59089,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11949,2015-02-18 18:24:43,1424283883,"Customer service is not deliberately our strategy. Customer feedback tells us that we are good at doing what we say we will most of the time, but we haven't set out to differentiate ourselves on service. However, we are 'reassuringly expensive' too, so we're not trying to compete on lowest cost either. It could and should be a massive differentiator in our sector, as competition is limited and the service provided to the sector is pretty average.  When you strip it all back, its the  best viable differentiator we have."
57621,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11949,2015-02-05 12:58:03,1423141083,"Working in a service industry, we should and do have a customer service strategy, but it is not 'the' strategy which overides all others. Others are equally as important, for example working in a highly regulated industry our Risk strategy is of equal importance, Without having a clearly articulated and implemented Risk strategy we would lose our licence to do business. Where we perhaps should be better is in the integration of competing strategies'. Our risk strategies should not be developed in isolation or as more important to our Customer Strategy. We should implement our risk strategy with customer experience at the forefront of our minds to minimise any potential negative impact."
60274,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11948,2015-03-01 14:04:53,1425218693,"Once again culture is at the heart of this article; simplified products and accessibility are next in line. Loyalty is rewarded by little gifts such as goodie bags, charity support etc. which does attract customers. Everyone likes something for free, even if it is just a pen. "
59390,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11948,2015-02-20 19:00:16,1424458816,"Certainly a different approach for a bank, and I'll be interested to see if they can make it profitable (it looks like their losses are reducing, so going in the right direction) - not sure about the legality of their recruitment policy though!"
58970,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11948,2015-02-17 21:48:47,1424209727,"It seems the approach taken by Metro Bank has challenged traditional stereotypes about what good service for a bank looks like, and has applied service standards from the fast food sector. They have been bold in being very deliberately different, and sensibly modest in their growth ambition. They seem to have sacrificed traditional product competitiveness for accessibility and ease of use. It's success will rely on maintaining an outstanding service culture consistently. Its drivers are also untypically service oriented and not commercially oriented."
57619,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11948,2015-02-05 12:00:22,1423137622,"Working for a Bank, I know a little about Metro. Interestingly, the article was from 2011 and it would be really good to see an update. However, there is a lot to be said for delivering a simple banking service with very few variables. Like easyjet (tho I don't mean low cost no frills), the standard terms - flat rates of interest, flat fees lend simplicity to teh operating model. To be successful, culture will play a key part and staying true to their customer experience ethos post any stock market float may be a challenge.
 "
60273,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11946,2015-03-01 13:51:39,1425217899,"For me it is all about developing the right culture within the business and listening to customers and what their needs are. I believe we are a long way down the road now in delivering this, however it has not always been the case. Customers do want to speak to someone when they have a problem but also like the online option for simplicity. Investing in training to develop the right culture is key and we did appoint a new role last year for this purpose, a dedicated Training Manager for Customer Service, avoiding the need to relay on shared services. The benefits are starting to come through."
59678,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11946,2015-02-23 15:37:28,1424705848,"We could use customer service to position our business, particularly as with many other service sectors, housing maintenance can be done by many different providers as is basically doing the same range of things. It would be fantastic to offer an online / telephone only service, but at the moment our customers insist that we do this in addition to providing face to face interaction too."
60027,bfe01188-a41b-4fa7-92b2-e9d200ce8d6f,NULL,1,11945,2015-02-26 14:09:45,1424959785,"I agree with David, I work for a mutual but again do not feel the same level of engagement as they seem to at John Lewis"
59675,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11945,2015-02-23 15:18:47,1424704727,"The overriding collective business ownership model must have some influence on the collaborative culture at John Lewis. Having a decision making Executive (avoiding all decisions by committee) also seems an important part of the success. However, the things which stand out most for me are their clear strategy and understanding  of where they differentiate themselves; the importance of their core purpose and values and the remarkable way in which their marketing is focused on evoking emotions as outcomes. "
59094,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11945,2015-02-18 19:08:29,1424286509,"I see many parallels with the insurance company that I work for, which is a mutual, so owned by its members (policyholders in our case, rather than employees) - I would like it if we could in some way make the employees members as well, which was the case with the first company I worked for (until they voted to become a plc) as I don't feel the level of ownership that they have at John Lewis"
59039,ae9f8d3d-403e-412b-8ed9-a5099725f97f,57693,2,11945,2015-02-18 11:32:37,1424259157,This link broke but I have replaced with this video featuring Andy Street
57693,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11945,2015-02-05 19:35:42,1423164942,"II really liked the slide which talked about the things competitors couldn't copy. Not just the smiling face, the helpful staff but also 'it's like home' and 'a certain atmosphere'. That's a great place to be"
60248,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11944,2015-03-01 10:07:29,1425204449,"Focus on emotion in the customer journey - product is the main driver for emotion, which is obvious really as we purchase a product for a reason and there is emotion attached to that. Second for sure is the people and increased focus in this area is important as  without the people the product does not come to life and of course without a product we don&rsquo;t need the people. "
58717,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11944,2015-02-15 18:16:44,1424024204,"I have worked with Beyond Philosophy previously, and read their previous three books , so the concept is not new. This latest research has provided comparative data about commonly perceived business drivers compared to emotional drivers and is very powerful. Designing customer journeys to elicit positive emotions makes sense, but is not always easy to implement consistently. "
60263,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11943,2015-03-01 11:16:09,1425208569,Important to understand customer emotions as they may never be the same os our inside out view.
59063,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11943,2015-02-18 15:00:14,1424271614,"Always good to see a study where the results are not what you would have expected, shows the importance of emotions for all types of customer interaction"
60262,0651e29e-b595-42de-b7f8-450fba4b2330,NULL,1,11942,2015-03-01 11:13:22,1425208402,"Spot on video really and we must plug the gaps to deliver the best service; but easier said than done. We have several gaps and are working hard to plug them. One that stands out is the marketing gap; hyping the products and services when in reality, it is not as perfect. We also need to make sure we read the customer; gaps are there because the customer is not getting the service they need. Lots to work on."
59065,07c9e22e-9e4c-4f82-911e-fdfd6f6097ba,NULL,1,11942,2015-02-18 15:17:30,1424272650,"I think we have more than one type of customer, and therefore need to be applying this type of analysis to each of them, and tailor our service delivery accordingly, rather than looking at the whole and potentially closing gaps that at a more detailed level don't actually exist"
58873,1e7ab2e1-866d-4fe2-81f0-09be056540a8,NULL,1,11942,2015-02-16 22:22:25,1424125345,"We have a number of challenging gaps, some on the most basic level of not understanding what services individual clients expect of us. Whilst the generic service and outputs are very similar, each client wants their own 'identity stamp' or service brand which is imperative that we understand. We also experience design gaps where clients procure our services using generic procurement documents (sometimes re-cycled from others) and then want to redesign the specification as it becomes apparent that the generic specification does not deliver the required service. Occasionally we have a service performance gap, but services are so closely monitored that these are normally rectified  quickly.We are guilty of creating a marketing gap, ironically this is sometimes knowingly created as a catalyst for internal service innovation (as there isn't any R&amp;D). We sometimes knowingly bid for work, understanding that there is a gap between the customer service expectations and our delivery model. There is always a planned revisiting of the service specification post award. WE do not like doing this, but this is a direct consequence of the arcane public procurement protocols adopted by some commissioning clients."
57784,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,11942,2015-02-06 22:45:51,1423262751,"I thought this was really useful and insightful. Unfortunately, I could reflect upon the Gaps described and relate a number of them to my organisation, especially Marketing gap and our understanding v customer expectation"
